time_received,False,True
14793211270,0,11
14793211271,0,10
14793211272,0,9
14793211273,0,9
14793211274,0,10
14793211275,0,11
14793211276,0,9
14793211277,0,10
14793211278,0,10
14793211279,0,8
14793211280,0,11
14793211281,0,10
14793211282,0,10
14793211283,0,10
14793211284,0,10
14793211285,0,10
14793211286,0,11
14793211287,0,11
14793211288,0,10
14793211289,0,9
14793211290,0,10
14793211291,0,10
14793211292,0,11
14793211293,0,10
14793211294,0,11
14793211295,0,10
14793211296,0,11
14793211297,0,8
14793211298,0,10
14793211299,0,10
14793211300,0,10
14793211301,0,11
14793211302,0,9
14793211303,0,9
14793211304,0,8
14793211305,0,11
14793211306,0,11
14793211307,0,8
14793211308,0,11
14793211309,0,9
14793211310,0,7
14793211311,0,11
14793211312,0,8
14793211313,0,9
14793211314,0,8
14793211315,0,9
14793211316,0,8
14793211317,0,9
14793211318,0,8
14793211319,0,8
14793211320,0,8
14793211321,0,9
14793211322,0,8
14793211323,0,10
14793211324,0,10
14793211325,0,9
14793211326,0,9
14793211327,0,10
14793211328,0,7
14793211329,0,9
14793211330,0,7
14793211331,0,11
14793211332,0,10
14793211333,0,9
14793211334,0,11
14793211335,0,10
14793211336,0,8
14793211337,0,10
14793211338,0,10
14793211339,0,8
14793211340,0,10
14793211341,0,8
14793211342,0,9
14793211343,0,9
14793211344,0,9
14793211345,0,9
14793211346,0,9
14793211347,0,8
14793211348,0,8
14793211349,0,9
14793211350,0,8
14793211351,0,8
14793211352,0,8
14793211353,0,9
14793211354,0,9
14793211355,0,8
14793211356,0,9
14793211357,0,10
14793211358,0,8
14793211359,0,11
14793211360,0,9
14793211361,0,10
14793211362,0,8
14793211363,0,9
14793211364,0,6
14793211365,0,6
14793211366,0,12
14793211367,0,10
14793211368,0,6
14793211369,0,8
14793211370,0,9
14793211371,0,10
14793211372,0,9
14793211373,0,9
14793211374,0,8
14793211375,0,7
14793211376,0,9
14793211377,0,8
14793211378,0,8
14793211379,0,10
14793211380,0,9
14793211381,0,8
14793211382,0,9
14793211383,0,8
14793211384,0,9
14793211385,0,9
14793211386,1,8
14793211387,1,6
14793211388,1,6
14793211389,1,6
14793211390,1,10
14793211391,1,6
14793211392,1,10
14793211393,1,7
14793211394,1,8
14793211395,1,7
14793211396,1,8
14793211397,1,2
14793211399,0,6
14793211400,0,6
14793211401,0,8
14793211402,0,7
14793211403,0,8
14793211404,0,8
14793211405,1,8
14793211406,1,8
14793211407,1,7
14793211408,0,9
14793211409,1,9
14793211410,0,7
14793211411,0,7
14793211412,1,9
14793211413,0,7
14793211414,1,8
14793211415,0,8
14793211416,0,8
14793211417,1,7
14793211418,1,9
14793211419,0,8
14793211420,1,8
14793211421,1,7
14793211422,1,8
14793211423,0,7
14793211424,0,8
14793211425,0,8
14793211426,0,8
14793211427,1,8
14793211428,0,8
14793211429,1,8
14793211430,1,7
14793211431,1,8
14793211432,1,7
14793211433,0,7
14793211434,0,7
14793211435,0,6
14793211436,0,8
14793211437,0,8
14793211438,0,8
14793211439,0,7
14793211440,1,8
14793211441,1,8
14793211442,0,8
14793211443,0,7
14793211444,0,8
14793211445,0,8
14793211446,0,8
14793211447,0,5
14793211448,0,7
14793211449,1,8
14793211450,1,8
14793211451,0,8
14793211452,0,8
14793211453,0,7
14793211454,0,7
14793211455,1,8
14793211456,1,8
14793211457,0,7
14793211458,0,8
14793211459,0,8
14793211460,0,8
14793211461,0,7
14793211462,0,10
14793211463,0,7
14793211464,0,8
14793211465,0,7
14793211466,0,8
14793211467,0,9
14793211468,0,8
14793211469,1,7
14793211470,0,6
14793211471,0,8
14793211472,0,9
14793211473,0,8
14793211474,0,6
14793211475,0,7
14793211476,0,8
14793211477,0,7
14793211478,0,7
14793211479,0,8
14793211480,0,8
14793211481,0,6
14793211482,0,11
14793211483,0,8
14793211484,0,9
14793211485,0,7
14793211486,0,7
14793211487,0,12
14793211488,0,9
14793211489,0,8
14793211490,0,9
14793211491,0,5
14793211492,0,6
14793211493,0,3
14793211494,0,17
14793211495,0,7
14793211496,0,5
14793211497,0,7
14793211498,0,6
14793211499,0,8
14793211500,0,7
14793211501,0,8
14793211502,0,8
14793211503,0,8
14793211504,0,7
14793211505,0,6
14793211506,0,10
14793211507,0,8
14793211508,0,8
14793211509,0,8
14793211510,0,6
14793211511,0,8
14793211512,0,9
14793211513,0,8
14793211514,0,7
14793211515,0,7
14793211516,1,6
14793211517,0,7
14793211518,1,9
14793211519,1,7
14793211520,0,8
14793211521,0,6
14793211522,0,8
14793211523,0,7
14793211524,1,6
14793211525,0,7
14793211526,0,7
14793211527,0,8
14793211528,0,8
14793211529,1,8
14793211530,0,6
14793211531,0,7
14793211532,0,7
14793211533,0,7
14793211534,0,8
14793211535,1,7
14793211536,1,7
14793211537,0,7
14793211538,0,9
14793211539,2,8
14793211540,1,7
14793211541,1,8
14793211542,1,6
14793211543,1,7
14793211544,0,7
14793211545,1,8
14793211546,1,7
14793211547,1,7
14793211548,0,6
14793211549,1,7
14793211550,1,7
14793211551,1,7
14793211552,1,7
14793211553,1,7
14793211554,1,6
14793211555,1,7
14793211556,2,5
14793211557,2,7
14793211558,2,6
14793211559,1,7
14793211560,1,5
14793211561,2,7
14793211562,1,7
14793211563,2,5
14793211564,1,6
14793211565,1,7
14793211566,1,6
14793211567,0,6
14793211568,2,4
14793211569,1,5
14793211570,1,7
14793211571,1,5
14793211572,1,6
14793211573,1,5
14793211574,1,6
14793211575,1,5
14793211576,1,8
14793211577,1,6
14793211578,1,5
14793211579,1,6
14793211580,1,6
14793211581,1,6
14793211582,2,7
14793211583,2,6
14793211584,1,6
14793211585,1,7
14793211586,2,5
14793211587,1,7
14793211588,2,5
14793211589,2,6
14793211590,1,6
14793211591,2,5
14793211592,1,6
14793211593,1,8
14793211594,2,7
14793211595,1,6
14793211596,2,6
14793211597,2,6
14793211598,1,7
14793211599,1,6
14793211600,1,5
14793211601,1,6
14793211602,1,7
14793211603,0,6
14793211604,2,6
14793211605,2,6
14793211606,1,6
14793211607,1,6
14793211608,1,6
14793211609,1,5
14793211610,1,6
14793211611,2,4
14793211612,1,4
14793211613,2,4
14793211614,1,14
14793211615,1,6
14793211616,1,8
14793211617,1,7
14793211618,2,5
14793211619,2,6
14793211620,1,6
14793211621,2,8
14793211622,1,6
14793211623,1,6
14793211624,2,6
14793211625,1,7
14793211626,0,7
14793211627,4,5
14793211628,1,5
14793211629,0,7
14793211630,1,5
14793211631,1,7
14793211632,1,7
14793211633,1,5
14793211634,1,7
14793211635,4,5
14793211636,3,5
14793211637,3,4
14793211638,2,6
14793211639,3,6
14793211640,4,4
14793211641,2,3
14793211642,4,5
14793211643,4,5
14793211644,3,5
14793211645,3,4
14793211646,3,4
14793211647,3,4
14793211648,1,5
14793211649,4,4
14793211650,3,4
14793211651,3,5
14793211652,3,5
14793211653,4,3
14793211654,3,4
14793211655,3,3
14793211656,4,4
14793211657,5,4
14793211658,4,4
14793211659,5,3
14793211660,4,4
14793211661,3,4
14793211662,4,2
14793211663,5,5
14793211664,2,7
14793211665,3,4
14793211666,5,4
14793211667,5,3
14793211668,4,4
14793211669,5,4
14793211670,2,4
14793211671,2,4
14793211672,2,4
14793211673,0,8
14793211674,0,9
14793211675,0,8
14793211676,0,8
14793211677,0,7
14793211678,0,10
14793211679,0,6
14793211680,0,4
14793211681,0,7
14793211682,0,5
14793211683,0,8
14793211684,0,8
14793211685,0,8
14793211686,0,10
14793211687,0,10
14793211688,0,9
14793211689,0,7
14793211690,0,7
14793211691,0,9
14793211692,0,9
14793211693,0,6
14793211694,0,8
14793211695,0,8
14793211696,0,8
14793211697,0,8
14793211698,0,6
14793211699,0,8
14793211700,0,8
14793211701,0,8
14793211702,0,9
14793211703,0,9
14793211704,0,9
14793211705,0,8
14793211706,0,8
14793211707,0,9
14793211708,0,9
14793211709,0,8
14793211710,0,9
14793211711,0,11
14793211712,0,8
14793211713,0,10
14793211714,0,10
14793211715,0,9
14793211716,0,8
14793211717,0,9
14793211718,0,10
14793211719,0,8
14793211720,0,8
14793211721,0,10
14793211722,1,10
14793211723,0,9
14793211724,0,8
14793211725,0,10
14793211726,1,8
14793211727,0,9
14793211728,0,9
14793211729,0,10
14793211730,0,10
14793211731,0,7
14793211732,0,6
14793211733,0,5
14793211734,0,19
14793211735,0,9
14793211736,0,11
14793211737,0,11
14793211738,0,10
14793211739,0,8
14793211740,0,7
14793211741,0,9
14793211742,0,9
14793211743,0,10
14793211744,0,8
14793211745,0,7
14793211746,0,9
14793211747,0,9
14793211748,0,9
14793211749,0,10
14793211750,0,9
14793211751,0,9
14793211752,0,9
14793211753,0,8
14793211754,0,9
14793211755,0,10
14793211756,0,8
14793211757,0,7
14793211758,0,9
14793211759,0,6
14793211760,0,10
14793211761,0,9
14793211762,0,8
14793211763,0,6
14793211764,0,9
14793211765,0,8
14793211766,0,9
14793211767,0,10
14793211768,0,7
14793211769,0,7
14793211770,0,10
14793211771,0,9
14793211772,0,9
14793211773,0,9
14793211774,0,8
14793211775,0,8
14793211776,0,9
14793211777,0,9
14793211778,0,8
14793211779,0,9
14793211780,0,8
14793211781,0,8
14793211782,0,6
14793211783,0,10
14793211784,0,7
14793211785,0,7
14793211786,0,8
14793211787,0,9
14793211788,0,10
14793211789,0,6
14793211790,0,7
14793211791,0,9
14793211792,0,5
14793211793,0,17
14793211794,0,9
14793211795,0,8
14793211796,0,9
14793211797,0,9
14793211798,0,9
14793211799,0,9
14793211800,0,9
14793211801,0,9
14793211802,0,6
14793211803,0,9
14793211804,0,12
14793211805,0,8
14793211806,0,10
14793211807,0,8
14793211808,0,7
14793211809,0,12
14793211810,0,8
14793211811,0,10
14793211812,0,8
14793211813,0,8
14793211814,0,7
14793211815,0,8
14793211816,0,10
14793211817,0,10
14793211818,0,6
14793211819,0,9
14793211820,0,9
14793211821,0,9
14793211822,0,9
14793211823,0,10
14793211824,0,9
14793211825,0,8
14793211826,0,9
14793211827,0,9
14793211828,0,9
14793211829,0,9
14793211830,0,8
14793211831,0,9
14793211832,0,7
14793211833,0,7
14793211834,0,6
14793211835,0,5
14793211836,0,11
14793211837,0,7
14793211838,0,8
14793211839,0,9
14793211840,0,8
14793211841,0,7
14793211842,0,8
14793211843,0,8
14793211844,0,7
14793211845,0,8
14793211846,0,7
14793211847,0,7
14793211848,0,7
14793211849,0,9
14793211850,0,10
14793211851,0,8
14793211852,0,6
14793211853,0,5
14793211854,0,19
14793211855,0,8
14793211856,0,10
14793211857,0,9
14793211858,0,8
14793211859,0,8
14793211860,0,6
14793211861,0,6
14793211862,0,9
14793211863,0,8
14793211864,0,9
14793211865,0,10
14793211866,0,9
14793211867,0,9
14793211868,0,9
14793211869,0,9
14793211870,0,9
14793211871,0,9
14793211872,0,9
14793211873,0,8
14793211874,0,8
14793211875,0,7
14793211876,0,7
14793211877,0,10
14793211878,0,8
14793211879,0,7
14793211880,0,8
14793211881,0,8
14793211882,0,9
14793211883,0,8
14793211884,0,6
14793211885,0,5
14793211886,0,8
14793211887,0,9
14793211888,0,8
14793211889,0,9
14793211890,0,7
14793211891,0,9
14793211892,0,6
14793211893,0,9
14793211894,0,8
14793211895,0,7
14793211896,0,5
14793211897,0,6
14793211898,0,8
14793211899,0,6
14793211900,0,8
14793211901,0,9
14793211902,0,8
14793211903,0,6
14793211904,0,8
14793211905,0,7
14793211906,0,7
14793211907,0,6
14793211908,0,6
14793211909,0,7
14793211910,0,7
14793211911,0,7
14793211912,0,7
14793211913,0,7
14793211914,0,8
14793211915,0,7
14793211916,0,8
14793211917,0,7
14793211918,0,5
14793211919,0,6
14793211920,0,6
14793211921,0,12
14793211922,0,7
14793211923,0,7
14793211924,0,7
14793211925,0,7
14793211926,0,8
14793211927,0,8
14793211928,0,9
14793211929,0,7
14793211930,0,8
14793211931,0,10
14793211932,0,10
14793211933,0,10
14793211934,0,9
14793211935,0,10
14793211936,0,9
14793211937,0,10
14793211938,0,11
14793211939,0,10
14793211940,0,10
14793211941,0,8
14793211942,0,8
14793211943,0,10
14793211944,0,7
14793211945,0,8
14793211946,0,8
14793211947,0,9
14793211948,0,10
14793211949,0,8
14793211950,0,9
14793211951,0,9
14793211952,0,8
14793211953,0,8
14793211954,0,6
14793211955,0,8
14793211956,0,10
14793211957,0,7
14793211958,0,12
14793211959,0,7
14793211960,0,9
14793211961,0,9
14793211962,0,9
14793211963,0,8
14793211964,0,6
14793211965,0,12
14793211966,0,10
14793211967,0,7
14793211968,0,10
14793211969,0,10
14793211970,0,8
14793211971,0,6
14793211972,0,5
14793211973,0,6
14793211974,0,18
14793211975,0,7
14793211976,0,10
14793211977,0,9
14793211978,0,9
14793211979,0,8
14793211980,0,10
14793211981,0,9
14793211982,0,10
14793211983,0,9
14793211984,0,8
14793211985,0,10
14793211986,0,9
14793211987,0,9
14793211988,0,9
14793211989,0,9
14793211990,0,9
14793211991,0,9
14793211992,0,8
14793211993,0,9
14793211994,0,9
14793211995,0,9
14793211996,0,9
14793211997,0,10
14793211998,0,10
14793211999,0,10
14793212000,0,9
14793212001,0,10
14793212002,0,9
14793212003,0,10
14793212004,0,10
14793212005,0,8
14793212006,0,8
14793212007,0,9
14793212008,0,10
14793212009,0,8
14793212010,0,10
14793212011,0,9
14793212012,0,10
14793212013,0,10
14793212014,0,6
14793212015,0,9
14793212016,0,9
14793212017,0,8
14793212018,0,10
14793212019,0,9
14793212020,0,9
14793212021,0,8
14793212022,0,9
14793212023,0,9
14793212024,0,10
14793212025,0,10
14793212026,0,9
14793212027,0,9
14793212028,0,8
14793212029,0,8
14793212030,0,7
14793212031,0,8
14793212032,0,8
14793212033,0,9
14793212034,0,8
14793212035,0,8
14793212036,0,10
14793212037,0,7
14793212038,0,11
14793212039,0,5
14793212040,0,5
14793212041,0,18
14793212042,0,9
14793212043,0,7
14793212044,0,9
14793212045,0,9
14793212046,0,10
14793212047,0,8
14793212048,0,6
14793212049,0,10
14793212050,0,10
14793212051,0,8
14793212052,0,8
14793212053,0,9
14793212054,0,9
14793212055,0,9
14793212056,0,10
14793212057,0,9
14793212058,0,11
14793212059,0,11
14793212060,0,9
14793212061,0,8
14793212062,0,10
14793212063,0,10
14793212064,0,10
14793212065,0,9
14793212066,0,8
14793212067,0,11
14793212068,0,8
14793212069,0,9
14793212070,0,11
14793212071,0,10
14793212072,0,10
14793212073,0,9
14793212074,0,8
14793212075,0,10
14793212076,0,9
14793212077,0,10
14793212078,0,7
14793212079,0,10
14793212080,0,8
14793212081,0,9
14793212082,0,10
14793212083,0,9
14793212084,0,7
14793212085,0,8
14793212086,0,8
14793212087,0,8
14793212088,0,6
14793212089,0,8
14793212090,0,9
14793212091,0,4
14793212092,0,5
14793212093,0,5
14793212094,0,20
14793212095,0,5
14793212096,0,12
14793212097,0,9
14793212098,0,9
14793212099,0,6
14793212100,0,6
14793212101,0,8
14793212102,0,6
14793212103,0,10
14793212104,0,8
14793212105,0,9
14793212106,0,9
14793212107,0,9
14793212108,0,10
14793212109,0,8
14793212110,0,8
14793212111,0,10
14793212112,0,6
14793212113,0,6
14793212114,0,10
14793212115,0,7
14793212116,0,10
14793212117,0,10
14793212118,0,9
14793212119,0,9
14793212120,0,9
14793212121,0,9
14793212122,0,9
14793212123,0,9
14793212124,0,9
14793212125,0,9
14793212126,0,11
14793212127,0,10
14793212128,0,9
14793212129,0,8
14793212130,0,10
14793212131,0,9
14793212132,0,8
14793212133,0,8
14793212134,0,9
14793212135,0,9
14793212136,0,8
14793212137,0,5
14793212138,0,13
14793212139,0,8
14793212140,0,9
14793212141,0,7
14793212142,0,9
14793212143,0,9
14793212144,0,10
14793212145,0,10
14793212146,0,10
14793212147,0,11
14793212148,0,7
14793212149,0,8
14793212150,0,9
14793212151,0,10
14793212152,0,9
14793212153,0,10
14793212154,0,10
14793212155,0,7
14793212156,0,7
14793212157,0,9
14793212158,0,9
14793212159,0,3
14793212160,0,2
14793212161,0,21
14793212162,0,7
14793212163,0,12
14793212164,0,8
14793212165,0,10
14793212166,0,10
14793212167,0,6
14793212168,0,10
14793212169,0,10
14793212170,0,10
14793212171,0,9
14793212172,0,10
14793212173,0,11
14793212174,0,7
14793212175,0,9
14793212176,0,9
14793212177,0,8
14793212178,0,10
14793212179,0,10
14793212180,0,9
14793212181,0,10
14793212182,0,7
14793212183,0,9
14793212184,0,10
14793212185,0,9
14793212186,0,10
14793212187,0,9
14793212188,0,9
14793212189,0,10
14793212190,0,10
14793212191,0,10
14793212192,0,10
14793212193,0,10
14793212194,0,8
14793212195,0,9
14793212196,0,10
14793212197,0,9
14793212198,0,10
14793212199,0,9
14793212200,0,9
14793212201,0,10
14793212202,0,9
14793212203,0,5
14793212204,0,12
14793212205,0,9
14793212206,0,10
14793212207,0,9
14793212208,0,9
14793212209,0,10
14793212210,0,10
14793212211,0,7
14793212212,0,4
14793212213,0,3
14793212214,0,22
14793212215,0,7
14793212216,0,12
14793212217,0,8
14793212218,0,9
14793212219,0,9
14793212220,0,11
14793212221,0,10
14793212222,0,8
14793212223,0,9
14793212224,0,10
14793212225,0,9
14793212226,0,10
14793212227,0,7
14793212228,0,9
14793212229,0,10
14793212230,0,9
14793212231,0,8
14793212232,0,8
14793212233,0,10
14793212234,0,8
14793212235,0,6
14793212236,0,9
14793212237,0,8
14793212238,0,9
14793212239,0,9
14793212240,0,9
14793212241,0,10
14793212242,0,9
14793212243,0,10
14793212244,0,9
14793212245,0,9
14793212246,0,9
14793212247,0,8
14793212248,0,10
14793212249,0,10
14793212250,0,10
14793212251,0,10
14793212252,0,10
14793212253,0,9
14793212254,0,10
14793212255,0,10
14793212256,0,5
14793212257,0,12
14793212258,0,12
14793212259,0,7
14793212260,0,11
14793212261,0,8
14793212262,0,10
14793212263,0,9
14793212264,0,9
14793212265,0,9
14793212266,0,10
14793212267,0,9
14793212268,0,10
14793212269,0,10
14793212270,0,9
14793212271,0,10
14793212272,0,7
14793212273,0,9
14793212274,0,11
14793212275,0,9
14793212276,0,10
14793212277,0,9
14793212278,0,10
14793212279,0,8
14793212280,0,4
14793212281,0,18
14793212282,0,10
14793212283,0,10
14793212284,0,10
14793212285,0,10
14793212286,0,8
14793212287,0,12
14793212288,0,9
14793212289,0,10
14793212290,0,10
14793212291,0,9
14793212292,0,11
14793212293,0,9
14793212294,0,9
14793212295,0,10
14793212296,0,10
14793212297,0,9
14793212298,0,10
14793212299,0,10
14793212300,0,10
14793212301,0,9
14793212302,0,10
14793212303,0,9
14793212304,0,11
14793212305,0,9
14793212306,0,8
14793212307,0,10
14793212308,0,7
14793212309,0,9
14793212310,0,10
14793212311,0,9
14793212312,0,9
14793212313,0,8
14793212314,0,11
14793212315,0,6
14793212316,0,12
14793212317,0,8
14793212318,0,10
14793212319,0,12
14793212320,0,10
14793212321,0,7
14793212322,0,9
14793212323,0,8
14793212324,0,10
14793212325,0,11
14793212326,0,9
14793212327,0,11
14793212328,0,9
14793212329,0,10
14793212330,0,10
14793212331,0,7
14793212332,0,5
14793212333,0,6
14793212334,0,20
14793212335,0,8
14793212336,0,11
14793212337,0,9
14793212338,0,10
14793212339,0,10
14793212340,0,10
14793212341,0,11
14793212342,0,8
14793212343,0,10
14793212344,0,11
14793212345,0,10
14793212346,0,10
14793212347,0,9
14793212348,0,8
14793212349,0,9
14793212350,0,10
14793212351,0,9
14793212352,0,8
14793212353,0,9
14793212354,0,9
14793212355,0,7
14793212356,0,10
14793212357,0,10
14793212358,0,10
14793212359,0,8
14793212360,0,9
14793212361,0,9
14793212362,0,10
14793212363,0,10
14793212364,0,11
14793212365,0,10
14793212366,0,6
14793212367,0,14
14793212368,0,10
14793212369,0,9
14793212370,0,10
14793212371,0,9
14793212372,0,9
14793212373,0,9
14793212374,0,11
14793212375,0,10
14793212376,0,9
14793212377,0,9
14793212378,0,10
14793212379,0,10
14793212380,0,11
14793212381,0,9
14793212382,0,9
14793212383,0,9
14793212384,0,8
14793212385,0,11
14793212386,0,9
14793212387,0,10
14793212388,0,8
14793212389,0,9
14793212390,0,10
14793212391,0,10
14793212392,0,11
14793212393,0,10
14793212394,0,10
14793212395,0,11
14793212396,0,11
14793212397,0,7
14793212398,0,10
14793212399,0,6
14793212400,0,2
14793212401,0,13
14793212402,0,11
14793212403,0,9
14793212404,0,13
14793212405,0,10
14793212406,0,9
14793212407,0,10
14793212408,0,10
14793212409,0,10
14793212410,0,9
14793212411,0,9
14793212412,0,8
14793212413,0,8
14793212414,0,9
14793212415,0,9
14793212416,0,12
14793212417,0,11
14793212418,0,11
14793212419,0,9
14793212420,0,14
14793212421,0,11
14793212422,0,10
14793212423,0,10
14793212424,0,9
14793212425,0,9
14793212426,0,11
14793212427,0,8
14793212428,0,7
14793212429,0,9
14793212430,0,9
14793212431,0,9
14793212432,0,9
14793212433,0,7
14793212434,0,11
14793212435,0,9
14793212436,0,8
14793212437,0,8
14793212438,0,7
14793212439,0,11
14793212440,0,10
14793212441,0,9
14793212442,0,9
14793212443,0,4
14793212444,0,7
14793212445,0,22
14793212446,0,9
14793212447,0,10
14793212448,0,11
14793212449,0,13
14793212450,0,11
14793212451,0,7
14793212452,0,3
14793212453,0,3
14793212454,0,26
14793212455,0,10
14793212456,0,13
14793212457,0,9
14793212458,0,9
14793212459,0,10
14793212460,0,11
14793212461,0,10
14793212462,0,10
14793212463,0,12
14793212464,0,11
14793212465,0,10
14793212466,0,7
14793212467,0,13
14793212468,0,12
14793212469,0,12
14793212470,0,12
14793212471,0,12
14793212472,0,12
14793212473,0,13
14793212474,0,12
14793212475,0,12
14793212476,0,11
14793212477,0,11
14793212478,0,10
14793212479,0,11
14793212480,0,11
14793212481,0,11
14793212482,0,11
14793212483,0,6
14793212484,0,16
14793212485,0,6
14793212486,0,15
14793212487,0,11
14793212488,0,9
14793212489,0,9
14793212490,0,14
14793212491,0,8
14793212492,0,14
14793212493,0,7
14793212494,0,16
14793212495,0,8
14793212496,0,13
14793212497,0,9
14793212498,0,10
14793212499,0,11
14793212500,0,8
14793212501,0,10
14793212502,0,10
14793212503,0,10
14793212504,0,11
14793212505,0,9
14793212506,0,10
14793212507,0,10
14793212508,0,9
14793212509,0,11
14793212510,0,7
14793212511,0,11
14793212512,0,11
14793212513,0,10
14793212514,0,10
14793212515,0,11
14793212516,0,10
14793212517,0,10
14793212518,0,9
14793212519,0,11
14793212520,0,3
14793212521,0,10
14793212522,0,18
14793212523,0,10
14793212524,0,10
14793212525,0,11
14793212526,0,10
14793212527,0,10
14793212528,0,10
14793212529,0,11
14793212530,0,9
14793212531,0,10
14793212532,0,8
14793212533,0,9
14793212534,0,9
14793212535,0,9
14793212536,0,10
14793212537,0,10
14793212538,0,7
14793212539,0,9
14793212540,0,10
14793212541,0,10
14793212542,0,11
14793212543,0,10
14793212544,0,9
14793212545,0,10
14793212546,0,9
14793212547,0,10
14793212548,0,5
14793212549,0,12
14793212550,0,9
14793212551,0,11
14793212552,0,10
14793212553,0,13
14793212554,0,8
14793212555,0,9
14793212556,0,9
14793212557,0,8
14793212558,0,7
14793212559,0,13
14793212560,0,9
14793212561,0,8
14793212562,0,10
14793212563,0,8
14793212564,0,8
14793212565,0,7
14793212566,0,11
14793212567,0,4
14793212568,0,15
14793212569,0,10
14793212570,0,10
14793212571,0,7
14793212572,0,6
14793212573,0,3
14793212574,0,23
14793212575,0,9
14793212576,0,13
14793212577,0,10
14793212578,0,11
14793212579,0,10
14793212580,0,10
14793212581,0,10
14793212582,0,9
14793212583,0,11
14793212584,0,11
14793212585,0,10
14793212586,0,9
14793212587,0,10
14793212588,0,10
14793212589,0,11
14793212590,0,10
14793212591,0,9
14793212592,0,9
14793212593,0,11
14793212594,0,8
14793212595,0,9
14793212596,0,9
14793212597,0,10
14793212598,0,8
14793212599,0,10
14793212600,1,9
14793212601,1,11
14793212602,1,10
14793212603,1,10
14793212604,1,7
14793212605,2,9
14793212606,1,10
14793212607,1,9
14793212608,1,10
14793212609,0,5
14793212610,2,14
14793212611,1,9
14793212612,2,10
14793212613,0,6
14793212614,3,9
14793212615,1,6
14793212616,1,10
14793212617,2,10
14793212618,1,6
14793212619,2,8
14793212620,1,9
14793212621,2,8
14793212622,2,8
14793212623,2,10
14793212624,2,8
14793212625,1,9
14793212626,2,8
14793212627,2,8
14793212628,1,10
14793212629,2,10
14793212630,2,8
14793212631,2,7
14793212632,2,7
14793212633,2,11
14793212634,1,8
14793212635,1,9
14793212636,3,7
14793212637,1,6
14793212638,2,6
14793212639,3,8
14793212640,2,8
14793212641,3,7
14793212642,1,9
14793212643,1,8
14793212644,1,8
14793212645,1,9
14793212646,1,9
14793212647,1,8
14793212648,2,8
14793212649,1,7
14793212650,1,7
14793212651,1,8
14793212652,2,8
14793212653,1,8
14793212654,1,8
14793212655,1,7
14793212656,1,8
14793212657,1,8
14793212658,1,8
14793212659,1,7
14793212660,1,8
14793212661,2,9
14793212662,1,8
14793212663,2,9
14793212664,2,9
14793212665,2,7
14793212666,2,7
14793212667,1,7
14793212668,2,9
14793212669,1,8
14793212670,1,7
14793212671,1,7
14793212672,2,7
14793212673,1,7
14793212674,1,9
14793212675,2,6
14793212676,1,11
14793212677,0,7
14793212678,0,7
14793212679,2,11
14793212680,0,8
14793212681,1,11
14793212682,0,9
14793212683,0,10
14793212684,0,8
14793212685,0,8
14793212686,0,5
14793212687,0,6
14793212688,0,17
14793212689,0,10
14793212690,0,9
14793212691,0,9
14793212692,0,5
14793212693,0,7
14793212694,0,19
14793212695,0,11
14793212696,0,10
14793212697,0,10
14793212698,0,10
14793212699,0,11
14793212700,0,10
14793212701,0,10
14793212702,0,10
14793212703,0,11
14793212704,0,11
14793212705,0,9
14793212706,0,9
14793212707,0,11
14793212708,0,11
14793212709,0,7
14793212710,1,8
14793212711,1,9
14793212712,1,8
14793212713,1,9
14793212714,1,9
14793212715,1,10
14793212716,1,12
14793212717,0,3
14793212718,2,16
14793212719,1,8
14793212720,1,10
14793212721,1,8
14793212722,1,11
14793212723,1,10
14793212724,0,10
14793212725,1,10
14793212726,1,8
14793212727,1,10
14793212728,1,10
14793212729,1,8
14793212730,2,10
14793212731,1,10
14793212732,1,7
14793212733,1,8
14793212734,1,9
14793212735,1,12
14793212736,1,10
14793212737,2,10
14793212738,2,8
14793212739,2,9
14793212740,2,9
14793212741,2,8
14793212742,1,13
14793212743,1,10
14793212744,1,10
14793212745,1,7
14793212746,2,9
14793212747,2,9
14793212748,1,10
14793212749,2,9
14793212750,1,6
14793212751,2,13
14793212752,1,10
14793212753,2,6
14793212754,1,15
14793212755,2,11
14793212756,1,11
14793212757,1,9
14793212758,1,11
14793212759,1,10
14793212760,0,10
14793212761,1,9
14793212762,2,9
14793212763,1,11
14793212764,2,10
14793212765,2,7
14793212766,0,10
14793212767,1,10
14793212768,2,10
14793212769,1,11
14793212770,2,10
14793212771,1,10
14793212772,2,9
14793212773,2,10
14793212774,1,12
14793212775,2,9
14793212776,1,10
14793212777,2,11
14793212778,2,9
14793212779,2,9
14793212780,2,8
14793212781,2,9
14793212782,2,7
14793212783,0,9
14793212784,0,8
14793212785,1,8
14793212786,0,8
14793212787,1,9
14793212788,1,8
14793212789,1,10
14793212790,1,10
14793212791,1,8
14793212792,1,10
14793212793,1,8
14793212794,1,11
14793212795,1,9
14793212796,1,8
14793212797,0,10
14793212798,1,5
14793212799,2,13
14793212800,2,6
14793212801,2,10
14793212802,1,9
14793212803,0,13
14793212804,0,11
14793212805,0,11
14793212806,0,8
14793212807,0,11
14793212808,0,14
14793212809,0,9
14793212810,0,10
14793212811,0,10
14793212812,0,5
14793212813,0,6
14793212814,0,19
14793212815,0,10
14793212816,0,11
14793212817,0,9
14793212818,0,12
14793212819,0,11
14793212820,0,11
14793212821,0,10
14793212822,0,8
14793212823,0,12
14793212824,0,11
